-3.185629792879366278e+02 -2.149213073453998746e+01
-3.030974196593864463e+02 5.364717683063974896e+00
-4.380611329172363071e+02 6.537309449440091846e+00
-7.332401393508117735e+02 -1.927290320720863315e-01
1.157142849590565703e+01 -1.848999460836034459e+01
-7.032311917377222699e+02 3.321586742533048642e-01
-5.429715808665929444e+02 1.351896664159688655e+01
-5.484018598404370550e+02 -1.144943238355844173e+01
-2.980368628006119138e+02 8.180157835408305544e+00
-2.980495531354682157e+02 7.101542937561725388e+00
-7.630797119412469556e+02 8.334317226298802339e+00
-5.329432277319980358e+02 1.428763377047141248e+01
-5.728344103911645107e+02 2.100501433007112695e+01
-4.029253582860970369e+02 1.610263521859715397e+01
-8.000533938569719794e+02 1.211844719158933437e+01
-5.632455779988174527e+02 -2.214828664086236909e+00
-5.333796506359127534e+02 -1.080480223366243564e+01
-3.833175910772752104e+02 -8.477419817562886095e+00
-9.331183874996057739e+02 8.354478439743409979e+00
-9.840317747596029108e+01 -1.439265941330229204e+01
-3.359359400185384459e+01 -2.556795649775255441e+01
-2.314643754027123634e+01 -1.817473086265115167e+00
-2.880930302174046460e+02 3.963041749665021651e+00
-2.679815125349914524e+02 9.570704013405844535e+00
-9.801988577277820980e+01 5.495846062188425307e+00
-8.349874396134194399e+01 -2.289162154995935339e+01
-4.479255962223425627e+02 1.479733125075931355e+01
-5.379191650213772391e+02 1.538834606502356372e+01
-1.682104676046496081e+02 -4.255310963149639747e+00
-2.880082470812646420e+02 8.959731549015735652e+00
-5.380264521021905466e+02 8.212738820938250583e+00
-7.680929388553867057e+02 7.379897374640012941e+00
-2.431507509018916551e+02 1.439149276148070089e-01
-4.886012800452356828e+02 -2.356532504324060184e+01
-3.482310069968195876e+02 -4.038080148998194119e+00
-1.730799574260963993e+02 2.792921649776889836e+00
-1.332864235465916067e+02 -7.772729575349462294e+00
-3.580185591752664322e+02 8.157984118124065986e+00
-2.730444315214036806e+02 6.725074307758895031e+00
-1.364300211336551882e+01 -2.784683214774913651e+01
-4.842964224993001920e+01 -1.632194976052221236e+01
-2.878840921689911170e+02 1.488511853521719175e+01
-3.480953481804468765e+02 5.043426088455574607e+00
6.681465538610261490e+01 -4.384829918309599783e+00
-1.382270098834420935e+02 -4.730688359804055665e+00
-3.332548058291665711e+02 -5.319331158248475688e+00
-3.181118484666388326e+02 3.486944939116932041e+00
-2.381114850787226089e+02 3.051521001293936219e+00
-3.131199153878397397e+02 2.305363163587657027e+00
-5.131877480212281171e+02 8.637592352155538666e-01
-4.029390171589735132e+02 1.505330284880666269e+01
-5.179289632654715660e+02 1.499755488854648178e+01
-4.432664112949330502e+02 -3.260502044073283479e+00
-6.282860709851129286e+02 -4.041145380795851949e+00
-3.133976126756323879e+02 -1.260891351488222512e+01
-3.733332912223799553e+02 -9.664198626315382512e+00
-2.234171063579505301e+02 -1.421689241173699614e+01
-5.230728513966159881e+02 7.096625255912935692e+00
-5.381820973229431502e+02 1.356780128101655603e+00
2.270326904524968370e+02 7.994967969134362917e+00
6.685012199724913273e+01 -2.319866536222612741e+00
2.968244368914155871e+02 -5.468475698009940267e+00
1.169704725818579902e+02 3.726383423155124053e+00
3.270591255951514995e+02 6.948130808142137127e+00
3.917524864360501056e+02 -1.117167825622288291e+01
6.890576044269491263e+01 5.586205371241815820e-01
2.452125239770792007e+02 1.749363929942047591e+01
2.372414102925169459e+02 1.753102555091796688e+01
-3.296155990979996453e+00 -1.009581160065304850e+01
2.796612073053938374e+01 -5.163012518592644540e+01
