14.283793	26.096322
12.547942	2.163288
17.694315	6.659780
13.603231	11.349072
18.149433	7.986213
17.639022	10.982028
24.235702	13.161917
17.153893	0.251046
16.582693	3.554324
12.989626	16.278276
3.000826	14.393128
18.329493	10.856503
4.091217	3.810046
0.207981	23.614252
3.964461	25.961070
7.241135	16.201010
1.092375	9.165255
26.777158	11.790865
8.953752	6.175825
24.689910	27.604503
4.971089	3.206529
21.531966	11.776526
19.207548	6.206058
10.593144	25.215505
13.892192	27.328282
17.314626	18.923748
6.728513	11.241934
2.575386	28.743897
19.672548	4.531280
16.396615	25.684317
11.192948	22.170858
26.248394	14.760014
3.932343	8.806028
25.163203	15.710602
21.702715	0.894026
13.233959	4.482364
7.443594	16.984310
20.414792	26.973056
26.797939	21.780788
21.574313	4.945751
6.767537	3.030903
10.719901	2.095653
11.629093	12.255166
26.574534	5.599136
19.038468	4.674374
23.914402	1.736960
21.404197	28.094631
12.638411	22.162780
22.758604	26.877486
15.184973	16.709319
6.763513	5.629860
22.771172	23.407520
18.780304	19.855915
9.120019	27.989932
13.895650	22.092770
12.906252	11.848715
22.109452	20.028925
25.353823	13.725065
12.410458	9.536938
15.126965	7.453427
10.157036	17.566460
16.906952	5.939606
4.149582	4.898668
4.461720	3.880301
21.878868	14.307003
11.730547	12.577998
21.543620	9.454244
5.325143	18.999185
25.464016	2.639143
18.189623	3.024867
25.939518	22.588320
24.325378	25.155520
21.449937	22.758350
7.149867	28.244513
10.964800	8.085420
12.773389	16.921317
27.002687	4.250951
3.770707	13.124707
9.690633	27.545264
5.145672	25.969155
22.562985	15.743012
16.261382	28.753856
27.290724	22.741259
7.083209	0.455005
16.370344	17.095999
18.800586	24.143962
21.048322	2.830649
12.277493	24.817479
22.558394	4.404341
23.656743	22.088837
24.871892	6.028520
11.939432	17.090488
5.377057	17.583615
14.608214	4.825467
19.606791	17.118377
14.262191	17.255066
8.188546	7.579229
2.757201	7.788902
5.730994	26.622315
21.287615	16.480544
24.067677	5.020788
15.169481	10.331459
8.073145	9.259985
5.621591	9.123525
16.727028	9.244272
8.565536	0.998351
15.224903	18.006140
14.414849	11.143129
11.484981	10.379862
16.061463	2.948479
6.173176	5.253747
5.103998	23.595858
12.318144	13.202026
14.416799	5.729890
18.564026	17.006008
0.984553	5.665311
21.846258	9.994515
1.772075	25.521268
15.428262	0.540158
4.744905	22.776074
11.398227	23.141079
3.498857	26.886588
22.691418	6.443456
25.834895	12.116997
22.238582	22.371091
23.746011	5.249630
9.700164	17.419025
22.203588	24.124374
13.079530	17.835074
12.974029	11.972314
27.608490	2.447375
12.507250	22.232499
23.629296	18.606045
1.706966	22.369462
9.582985	9.767255
9.666964	19.769217
6.702858	5.802443
15.410789	11.921073
5.970845	9.180997
11.279675	12.453157
26.803393	16.123889
5.948606	3.839742
27.329328	3.498458
27.012236	6.742649
25.948702	2.700664
13.137116	7.046225
1.445516	16.860472
18.429351	21.991424
13.144179	13.629105
26.289716	8.797160
11.027911	9.172094
13.462587	9.121159
25.084921	1.357317
9.784561	24.258237
20.612722	17.540071
24.438412	11.025045
0.981015	19.664851
17.255409	0.161068
22.617944	14.619097
24.154483	28.442842
23.001407	23.152032
9.286896	17.324880
13.587943	22.159190
19.032441	12.808622
2.244728	18.199797
4.118290	25.071954
6.978912	14.039995
10.787755	3.537566
4.818829	28.686897
12.933792	2.509276
27.012728	24.997862
20.877988	1.336205
3.360437	17.698109
19.041627	6.609303
5.526938	0.462126
4.994359	13.777056
10.697502	23.019003
19.029729	27.760898
3.442252	3.837667
9.415167	11.205030
25.888791	2.449832
25.525866	22.199792
13.721999	28.602015
5.361343	11.452377
5.319080	20.881872
7.484322	10.134730
23.501185	3.867399
2.624286	11.275546
0.116544	4.432974
25.006727	2.393415
8.107403	7.717055
1.626334	20.166841
13.008918	13.661746
14.497334	5.182672
8.837712	23.076495
7.842912	22.007511
3.237271	13.994124
11.262382	10.572407
18.014882	1.177853
7.978394	6.053883
12.888349	5.918451
26.354451	2.770108
27.923762	4.999997
2.123812	7.125684
7.514376	18.062402
17.474283	17.906456
24.418695	12.617108
21.907802	15.351705
5.999019	12.093723
11.235446	20.664555
10.863422	9.353362
3.994961	15.951788
4.586687	1.726866
6.997247	19.536389
26.052620	25.855046
4.904517	21.902672
6.493551	15.219946
27.001763	26.531679
16.398807	0.246872
23.320796	24.270956
7.215542	27.070066
18.409356	1.231265
18.925984	8.568575
24.701223	27.450459
2.047534	19.256635
24.944117	10.249492
10.923729	5.964794
7.666315	8.235096
6.941454	14.925405
5.288643	0.820904
5.313034	14.851554
18.073738	25.244710
5.876658	16.271070
8.237518	16.022035
25.676142	18.545199
15.100245	13.985159
10.061488	20.020746
20.801011	19.359036
6.008232	1.481350
4.877805	14.977123
20.618929	6.047144
14.661621	18.620956
2.425742	25.520480
10.733599	0.854639
25.684510	23.072788
3.926647	11.790142
9.276367	2.135425
10.822313	25.398186
18.292968	21.370425
22.904838	28.745521
14.734358	15.468694
0.424740	13.455731
6.063043	16.552677
27.738461	11.648511
19.249936	21.612572
18.419914	10.541985
13.458107	26.197574
26.592838	3.160506
22.632766	28.385134
5.934314	11.411066
16.225936	15.828884
20.591328	2.687483
13.299064	14.215296
19.964375	11.823367
8.477848	28.032382
3.004234	4.866740
27.961191	28.008904
26.533616	5.568209
13.804537	13.464034
11.878054	28.386234
2.547975	8.315134
2.651847	7.265959
15.664645	4.133410
13.181630	15.693285
8.044046	9.582268
12.646564	19.681985
10.536390	27.128079
1.043497	4.632993
17.037256	5.965620
0.278599	8.480962
6.256988	23.742601
5.878895	18.828714
19.444487	0.444672
13.854949	3.788181
7.839521	12.539049
9.774035	3.284806
6.536576	19.103357
3.799131	5.722016
7.213515	22.853102
1.333987	11.722892
13.578421	9.606944
16.288221	20.605180
27.209193	21.874368
11.392258	13.143489
21.109759	16.252518
21.560831	23.185869
4.490776	1.546403
5.646968	25.353341
14.274488	16.746126
24.232711	21.469267
19.854411	25.496200
27.326334	19.164517
12.559129	28.131374
7.958176	25.582516
1.053142	10.599013
3.136989	14.992537
0.223999	3.362119
10.855576	18.495404
7.989684	16.952672
10.063181	12.122851
4.350068	9.655565
11.346543	6.838864
16.512541	12.539163
9.733412	27.523760
26.581668	6.786060
25.833385	17.401945
8.196464	8.205974
5.782374	3.890948
15.091515	3.105419
10.319813	14.622350
18.661611	28.278825
8.792476	25.979794
20.705250	13.339209
12.666285	8.995039
27.426277	16.966458
24.401995	20.993388
20.895862	23.354760
12.067298	25.411554
1.945574	15.725833
12.973010	22.366271
12.340209	22.827386
0.299301	11.725091
14.014580	6.514188
19.181322	19.521739
17.462212	22.787934
14.079400	25.331741
0.973224	23.145977
16.358580	14.590086
17.601723	9.960176
2.199253	15.155805
2.614622	2.361780
4.943689	2.993189
20.971049	17.862609
21.339415	17.836924
6.488519	2.932164
7.418431	3.563757
6.816829	15.508068
10.025823	15.290609
4.769320	24.166547
20.851247	0.409903
19.687692	9.560511
1.352187	23.969699
26.293804	15.775642
21.345080	22.760868
11.671577	0.668671
22.232240	9.434351
11.907663	5.003731
8.413193	4.690174
24.695554	16.798397
15.271487	9.285605
19.675797	11.274461
26.948305	14.882341
14.262870	15.093423
27.159313	22.745936
13.882548	28.656033
