1	127.281514	126.460337
2	126.866133	125.434487
3	123.958704	122.100558
4	123.820575	112.411090
5	127.762755	118.104568
6	124.391333	116.570258
7	125.390850	121.905292
8	127.317650	111.980655
9	125.065952	126.045715
10	123.089673	129.156501
11	124.453789	116.842953
12	127.315560	123.698890
13	123.592430	121.750618
14	127.282328	121.927795
15	124.683744	128.304391
16	123.063061	123.173327
17	123.214603	121.437157
18	126.818916	118.794032
19	125.664682	124.824668
20	125.541511	125.764961
21	122.035338	124.831460
22	127.388797	126.066009
23	124.737683	127.961521
24	125.832101	129.439945
25	127.684947	121.353631
26	122.672279	124.739215
27	125.857120	126.584707
28	122.341373	124.565928
29	121.154161	126.015500
30	127.580039	119.187277
31	125.153129	127.420755
32	125.862258	121.879216
33	122.989672	123.403048
34	125.707998	134.040823
35	123.422987	123.888585
36	125.967636	125.822524
37	123.272609	111.933510
38	125.749815	128.738281
39	130.444700	132.320368
40	126.664328	118.521019
41	124.061904	123.182209
42	124.529864	120.589929
43	121.965616	114.268132
44	125.218684	117.508227
45	127.115490	124.079583
46	127.313669	124.405203
47	123.728905	127.755408
48	125.735171	122.587976
49	125.612773	122.634395
50	125.112172	132.073363
51	123.589052	120.652773
52	123.551866	120.258281
53	125.008708	126.828140
54	124.162524	127.093782
55	124.144419	124.131053
56	126.064035	124.390509
57	126.428817	120.892975
58	124.888857	130.421035
59	125.621165	125.337807
60	127.496361	128.063331
61	123.831528	129.908272
62	125.741249	127.849615
63	126.001657	113.935681
64	124.511074	129.692471
65	124.529478	121.606892
66	124.960808	124.789863
67	123.488909	125.151606
68	127.945285	115.740185
69	125.010294	131.894486
70	123.471210	125.846702
71	124.354285	127.795451
72	127.915589	123.602327
73	121.430233	126.909205
74	126.043449	124.133751
75	126.703024	122.944226
76	126.490608	129.619445
77	122.254466	123.972059
78	128.584030	118.835169
79	124.390113	127.140943
80	125.579738	120.439903
81	123.761596	121.226291
82	124.902677	121.547576
83	122.256488	129.878931
84	124.269425	125.006423
85	123.392816	118.749638
86	124.453397	122.672624
87	125.680186	127.269064
88	125.120160	123.407005
89	126.903159	121.868545
90	125.214670	113.586854
91	119.546269	118.322941
92	124.015304	124.233266
93	127.235719	115.256414
94	127.099507	121.907654
95	128.968829	121.732160
96	123.516255	120.871477
97	127.679533	119.592378
98	125.341165	128.516574
99	126.413937	115.837112
100	125.633436	127.928394
