X,Y
-7.432474395209339,0.7386748999683808
1.3555250915815718,-11.5889933482261
-6.622975440011495,-1.1676881636856686
-5.101732497048711,-2.5655639093797387
-6.362524592512746,-6.814269494423014
1.4373538774773431,-11.364293268206582
-5.691511287244378,-5.615167642286355
-7.518899208922949,0.22797150017015883
1.9210356297387372,-8.177800394659013
-0.6767877283114222,-7.302788540330777
-8.423991576590426,-0.16908533441812526
-7.05901721898175,-0.5660023062526263
-2.716264599652409,-8.37736899521836
-7.128610326899823,-0.7337954567104503
-5.517801494493917,-1.7217920481742122
0.4842892341827426,-10.179573456201357
1.7497656550428784,-12.081714277820552
-0.9420342708015662,-8.257966690632736
-4.369722996366461,-4.839474783859966
-0.9070813691461718,-9.301884056215133
-6.724266690771202,-3.5669022502620926
-0.6042149101889924,-9.73611316134842
-7.687670572452001,-2.0618905840281725
-6.705210453526189,-10.075098749785345
-7.319695822656867,0.5838097156316289
-1.6344658332263167,-10.523623332428736
-1.3907580622837616,-11.883220569608408
-3.420393082460553,-1.7140361074446433
-0.26452032082975396,-10.132897614071396
-6.542322755381521,-0.6366410207611604
-4.636426026661318,-1.3384579769121205
2.2374452224634327,-8.620109615401425
-4.841510322975348,-0.6266182956051449
-1.8619555157374397,-9.270351164495642
-2.1046606070873155,-6.90822963801182
-3.6231651231077735,-6.972523711875878
-5.244017027435836,-1.820451720390741
-0.3561149155926462,-10.031363730873524
-7.257265462082505,-0.05538581580927711
-6.3545176010675135,-2.6158521789891402
-4.997695911615302,-1.602075298198879
-8.00167523339242,-7.2455875142674175
-7.769843721595184,0.9354018569906484
-4.003267699743291,-2.897911279294819
-4.351836190133321,-1.8914588178928395
0.2902991145038909,-14.112730588390107
-5.806123543052243,-1.15634183786239
-4.683105027197116,-1.6085784604375406
-5.131824950332554,-6.962797802269734
-2.33015303002091,-9.872322679289297
-6.879207710624358,-0.4688131088899485
-0.3642306970856707,-10.963177993348358
-0.7001490948019626,-10.362457435630374
-4.17196591851858,-8.137398954037009
-6.513434092821754,1.0338785186183284
-8.689482623096914,0.2377003508736522
-8.536894758207962,1.0080913419441866
-2.3987861863876754,-7.3212624226265905
-7.9768867213082135,0.7239808838410347
-6.879220563208017,-0.4743452163339218
-7.229120685462364,-9.658106119980198
-0.22478422722639735,-11.428383151240338
-2.522367489523681,-9.22502349532855
-6.856172840479938,0.6154351720783062
-4.832200342513802,-1.323731908595129
-4.893376741705666,-0.4954712881413219
-0.4750355731444653,-8.995656850801057
-8.183352809317743,0.5699891652286126
-8.382070535469888,0.14440634853590884
0.48238906030215334,-10.5414409183978
-5.197866752108046,-5.329426701089312
-0.7819584343361448,-7.4534796012999625
-5.513393569787375,-1.1760224693968264
-2.404461438686277,-5.4948058587224455
-6.5510659418212045,0.8178374476409487
-4.9011614886607004,-9.47381641423896
-8.678413171459288,-7.120135930875063
-5.772513404520834,-1.7197509293223936
-0.6055192484059834,-10.630612541244146
-6.4140832950830795,-5.948499597997294
3.296945065609778,-9.949356653308886
-0.015428105461567726,-11.269233708312235
-8.117037018983055,-0.7341699404640634
-5.192613097271696,-2.2164831970530168
-4.354122437263792,-2.0010027253999203
2.219112039869552,-8.73595592981927
-6.450637081013407,-2.2538119752407195
-7.837939074276494,0.37964000897507355
-9.476806235280886,-4.708586562393796
-3.6201958100672806,-5.528485170616339
-6.051833158900312,0.5356122633117608
-6.436140079495685,-1.9859305469782915
-7.795280209081074,-0.6370293665623441
-1.3128149176619033,-7.615069510422449
-6.405320890029453,-0.43058004222659263
-0.4574304564631465,-11.387062640198756
-8.176769996767954,-1.2117757793245532
-6.9921553650104356,1.4271968545618596
-6.995297510528249,1.6834546933465
-6.8065848272657625,0.0861985540065876
-5.966903320075193,-2.357465769888231
-5.3140996239252445,-0.6485661325759267
-5.79709948407933,-6.040982853940852
-6.447684318910125,-3.2182504706049
-7.619351133386182,-0.2580241653056654
-5.880344729829616,-9.704202426363057
-0.4269526115945468,-9.698471445955462
-5.469909751737497,-1.2727001873842696
-4.946251035598726,-1.3029066116240366
0.40831390576844107,-10.823230068312796
-1.3690628073360904,-7.949908559927559
-4.231241221343808,-5.632892986256064
-7.480124124021665,-0.22821890874128622
-5.547245465125983,-2.5308080580479144
-4.338956161443418,-5.68770193874838
-7.561107672858049,0.8353933412347933
-5.318177038187773,-3.0933218283456636
-7.980546510531733,-8.172791241251208
0.7585944523629826,-9.873660637702065
-0.6961719679248983,-11.000014557880005
-4.262301885568732,-2.850703985004876
-5.668735091753112,-5.543244833871496
-8.23473595699189,0.5595164733785072
-0.08038925769387398,-10.744268121779264
-0.0559840974152339,-10.8519839471053
-7.083396456015066,-1.5711851564510817
-6.4185568840693925,-3.0582257898625933
-1.3041585754084586,-9.795308844548721
-0.41279324358874625,-9.468187413759692
-7.4153924004678675,-0.8939669060775683
-4.387077151309623,-0.9654527195908377
-6.303414028050543,-0.9532864165095631
-7.206847243550503,-9.966411541576484
-7.4945403756885804,0.49897699692004494
-7.6491880413905236,-0.44434452510324596
-4.83617898347726,-7.763071040080286
1.087979301162658,-10.075339265172243
0.10746876220010883,-12.957256264756193
-4.980274543776323,-4.78000724184716
0.4064474632795969,-11.111028576137707
-1.3135899141502576,-7.478422484053871
-4.236877863207726,-8.698810202349598
0.0378242529710456,-11.075261179510916
-7.082240596220743,-2.2070856827275773
-2.946454867091004,-2.4951647133480526
-6.756427012866544,-0.2922329353773697
-3.8253430232048364,-1.5965054728402848
-8.013285083282044,0.4352960705225547
-6.739014201275934,0.5044763272602856
-5.926734834473913,-0.5413481451464732
-7.953532627363513,-6.223912528396272
-0.05400817338063825,-11.74919007552149
-4.427791532547719,-7.709526309128529
-4.355562006994761,-1.1855225612964673
-0.6018958043447205,-6.369816386472469
-7.453519138194075,-0.16106381037400253
-4.0260647301358325,-7.545257003315944
-3.2985006782587503,-3.519608466890185
-4.980718330552224,-6.436258836274211
-2.0205882731884834,-8.949709980563311
-5.944695542450912,-0.5211864689556618
0.08119631069314011,-9.28008338212196
-8.012886544063626,-9.310901698204825
-0.8881541857308918,-9.09133106496455
-7.3371800900020885,-1.4328860929506306
-5.924268807316672,-2.266396139499781
1.3174554783076338,-11.623740149010638
-7.642343666529599,1.229514310504891
-5.163249633872949,-3.1002914917179285
-7.803540499403706,-0.2785949982069832
-7.898703274598435,-8.799022578439669
0.344118054509187,-9.7490022916365
-4.9858012864368435,-1.0289360202812887
-6.939574191742277,-0.7269981068738881
-4.38523746301288,-6.38572716838692
-7.425487457185482,0.34248820687711967
-4.953367242922096,-6.7042359656722965
-8.088671575116985,-0.06298361003210425
-8.735662736526852,0.01937291722173834
0.775178748068833,-9.883821149223602
-4.8168602589482274,-3.1257029944885297
-1.7820295192971174,-9.278095295783032
-7.834987800539192,0.039228719065256934
-5.238029167652427,-3.275481979742722
-4.821991991717912,-7.624120663876586
-7.622003648403333,-0.26206868166223646
-4.578678744933905,-7.659426022504339
1.6990742611383198,-10.67926312846591
0.2586212789097667,-9.075909021902799
-6.091788346555741,-5.758724999842464
-0.1289980096766403,-11.028550315447673
-7.3898633851003455,0.15101798814412953
-3.34392524493814,-5.808343584088618
-0.13777930292901666,-10.715354540768212
-2.5087417687227633,-9.361236709775612
-3.737065688763702,-1.481074398628262
-5.526545489781449,-6.138885974979834
-5.211204158009913,-1.42140657626623
0.031758424150838474,-7.589229672861616
1.8329496908335248,-8.371736095423492
-3.2586870031262816,-7.261364994379907
-2.0598941631275385,-4.223951014155924
-6.769489016370411,-0.07773304531568359
-2.4600382680351975,-6.518692762389316
-5.747234719955252,-4.278218456381314
-5.006468156699103,-1.9942450162297387
-1.6086163610845683,-8.012960001771086
-4.162223696454448,-0.9995537763318414
-5.452802822540784,-7.618946905609056
-4.608626861142257,-2.6929133447110467
-8.66845001913319,-2.1591775937997375
-5.070314593619738,-1.976138176809814
-1.7594917401210404,-7.962476615556436
-5.499349987407937,-9.24229169775192
-5.02722535526317,-1.1246667093557678
0.8121935829368608,-13.230670286710472
-1.189077421275065,-11.883567857015862
-5.616632558894203,-5.796735124297308
-2.11774121935808,-12.166213391958662
-5.1690431259789795,-0.22361614585301748
-5.921747202192839,-2.9687627541555086
-1.6138123756704683,-11.072967793209488
-4.7123154940877505,-6.869551376657693
-8.859170192485452,-0.6367984380828894
-6.949499908051092,-6.355361765593181
2.0983427778953168,-10.870581903733902
-6.8175253157544375,-9.06588563427401
-4.7108366157791615,-0.7577371444894744
-3.8602934710219667,-9.762690273534663
-7.443837468090589,-0.20272421457862752
-0.24094423255144087,-10.849010222593979
-1.5342188376396684,-9.299272495131119
-3.8292625463186383,-2.7104517559550163
0.5674387655300848,-9.789619446270564
-7.802098337982498,0.2050514727920172
-0.6720897972406532,-10.506387048328095
-7.56821964184137,-4.993751093955441
-2.1151605511281764,-7.535999780120267
0.49636258604969213,-11.108905196683041
-7.456846855057703,-1.2732043241463236
-5.32050404366082,-8.106447195656669
-0.31622585663298336,-9.488215119913756
-7.745994922882611,0.34216201480074265
-0.36486608603641596,-8.871571138329669
-5.960248105846014,0.5908652672860693
-1.3131853865050658,-8.519633157700746
-2.432502537434638,-6.498720542643241
-7.09875470541465,-0.18607151926018634
-4.360279144563271,-3.6604271323932274
-5.9963474125450285,-1.2529334534348928
-0.47028970980780915,-6.35292250995824
-7.690878737539068,0.367349267700428
-8.40289765866905,-0.28607898839546225
-0.6884400564545923,-10.429400000085405
-6.09630947465358,0.5254701440567503
-5.534554271707332,-2.757711834429796
-5.86580557030605,-1.7778775681437702
-4.695434482685563,-6.081821253985128
-4.250985876721135,-2.039433848247038
1.4965264995840653,-8.852124766730629
-4.22801137383247,-1.4707671571037428
-7.544656913728515,-8.050827348194948
-2.8017912520682797,-8.012039757095016
-3.4439177487139805,-4.8047953971279345
-6.512191514643492,-7.756529986205263
-1.0071138085465612,-8.616437472221138
-0.36925608087345235,-8.960905419668867
-0.09485139021276509,-10.21192732033797
-4.689798526766648,-2.278622476707297
-7.105919817213515,-0.37254196375379217
-2.4897790425121444,-1.9835889032784055
-5.140835045063485,-3.1657176630770936
1.0574241801715263,-13.179872313821939
-7.531440886235712,0.22979088632290345
-6.291461233956175,-1.5763612215793756
-7.799544760360299,0.6088541843139643
-0.7881618376425245,-10.930362421701581
-5.550984618918242,-2.0872297132258106
-7.90704826128106,-6.836431258357776
-4.250658329297728,-2.657154212424777
-3.957886064783457,-2.167768149560335
-5.535453481400914,-2.416566921599212
-7.386764814933976,0.714009396615654
-3.7838156307652557,-2.5460539211826885
-7.358687792661249,0.6715316033287115
-0.0637431086346675,-9.567191605451349
0.6082560426351373,-8.415298077839779
-7.668580467008732,-0.1447302461134506
-5.704326504725796,-8.88390843985989
0.8466098142339793,-9.361473910965184
-5.362818998551395,-1.6989995801124367
-8.031757376641636,0.07355995276905467
2.5705925585253544,-10.133110774157004
-3.6445148813880337,-1.2730344212307543
-3.301430854492774,-3.0736239046557157
-5.668274286945856,-1.5283590291174205
-6.626460036526518,-8.855094590593104
-7.908214961752355,-0.6297447789508196
-0.32335202386411993,-8.161883641197138
-6.166505171461551,0.4654726649544998
0.2541988180233862,-7.157964819512211
-4.918290835574071,-2.5803112203707803
-2.78106471953257,-8.189855853334844
-6.158107995728748,-1.7421985320374453
-4.69726442127781,-2.2822016128828735
2.584749528856549,-10.741385475725677
-4.8764707148588835,-3.310193063672421
-4.9645497905622555,-10.538906076733333
1.1617132648416224,-8.796734330488777
-4.911375565125924,-1.4315549922388064
-2.1043379827226705,-11.34140183495614
-3.2196971865955852,-9.956831111888556
-6.118378827040759,-1.2088534230123522
-7.082527496839532,-7.098920718585673
-4.729208041986996,-1.1350928954282544
-0.04637984548916155,-11.245585619796413
-5.372480449420356,-1.2897467855042248
-4.864647261089994,-4.418514488660885
-5.468657142965634,-0.21692928047436677
-5.0033763597419485,-7.819227250714905
-8.28645876676311,-0.27631150555472983
-5.380986434630862,-10.007246649738754
-1.3901781840951704,-9.6992595135993
-8.348619776523353,-0.4024094370934236
-3.747689811728902,-4.126387201009205
-8.429709535859756,-3.242324587978557
-6.003393459379347,-1.5232971027181101
-8.02931745480987,1.32684207092991
-5.157394389299913,-3.6493100927878728
-8.770275547908508,0.7199409907058132
-4.879838644821045,-1.308940277163172
-4.9777484069458815,-1.6789315646626162
-7.790970282902405,-1.322343645174018
-1.788811098656109,-12.561170813357576
-7.031282823913044,0.42837658920601307
-4.06744250724918,-5.17935484687734
-7.54471312718121,-0.36953330606446183
-7.7886668602857885,-4.820985943592694
-7.549281395173427,-0.1730294966545637
-3.3541108951053893,-0.3590242352749107
-5.069997418180038,-2.6281097660130053
-5.699960060402953,0.33897216506425076
